ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,XY (CABA),VICTIMA,ACUSADO,Nº víctimas,V,A,Grupos_Part,Involucrados
2016-0001,1,2016-01-01,2016,1,1,04:00:00,4,AV PIEDRA BUENA Y AV FERNANDEZ DE LA CRUZ,AVENIDA,8,Point (98896.78238426 93532.43437792),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2016-0002,1,2016-01-02,2016,1,2,01:15:00,1,AV GRAL PAZ  Y AV DE LOS CORRALES,GRAL PAZ,9,Point (95832.05571093 95505.41641999),AUTO,PASAJEROS,1,Motorizado,Motorizado,MM,AUTO-PASAJEROS
2016-0003,1,2016-01-03,2016,1,3,07:00:00,7,AV ENTRE RIOS 2034,AVENIDA,1,Point (106684.29090040 99706.57687843),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2016-0005,1,2016-01-21,2016,1,21,05:20:00,5,AV SAN JUAN Y PRESIDENTE LUIS SAENZ PEÑA ,AVENIDA,1,Point (106980.32827929 100752.16915795),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2016-0008,1,2016-01-24,2016,1,24,18:30:00,18,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,8,Point (101721.59002217 93844.25656649),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2016-0009,1,2016-01-24,2016,1,24,19:10:00,19,NOGOYA Y JOAQUIN V. GONZALES,CALLE,11,Point (96545.87592078 102330.67262199),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2016-0010,1,2016-01-29,2016,1,29,15:20:00,15,AV GENERAL PAZ Y AV DE LOS CORRALES,GRAL PAZ,9,Point (95832.05571093 95505.41641999),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2016-0012,1,2016-02-08,2016,2,8,01:20:00,1,AV BELGRANO Y BERNARDO DE IRIGOYEN,AVENIDA,1,Point (107595.35084333 101797.50052813),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2016-0013,1,2016-02-10,2016,2,10,11:30:00,11,AV ENTRE RIOS 1366,AVENIDA,1,Point (106616.41069662 100496.44662323),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2016-0015,1,2016-02-14,2016,2,14,05:14:00,5,AV SCALABRINI ORTIZ Y VERA,AVENIDA,15,Point (102357.43746828 103343.52002839),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2016-0016,1,2016-02-14,2016,2,14,22:00:00,22,AV REGIMIENTO DE PATRICIOS Y QUINQUELA MARTIN BENITO,AVENIDA,4,Point (108661.59115206 98481.75445555),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2016-0017,1,2016-02-15,2016,2,15,16:54:00,16,MARIANO ACOSTA Y ANA MARIA JANER,AVENIDA,8,Point (101228.61094416 96623.72136186),PEATON,MOTO,1,PEATON,Motorizado,PM,PEATON-MOTO
2016-0019,1,2016-02-17,2016,2,17,09:30:00,9,LISANDRO DE LA TORRE Y SEVERO GARCIA GRANDE DE ZEQUEIRA ,CALLE,9,Point (95727.37083199 97179.35560349),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2016-0020,1,2016-02-17,2016,2,17,16:00:00,16,SUIPACHA 156,CALLE,1,Point (107684.31807562 102519.17333314),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2016-0021,1,2016-02-17,2016,2,17,23:35:00,23,AV DIRECTORIO Y CURAPALIGUE,AVENIDA,7,Point (101074.94198885 99848.19369046),AUTO,AUTO,1,Motorizado,Motorizado,MM,AUTO-AUTO
2016-0022,1,2016-02-21,2016,2,21,06:00:00,6,AV 9 DE JULIO Y ADOLFO ALSINA,AVENIDA,1,Point (107507.39502374 102046.08333077),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2016-0025,1,2016-02-28,2016,2,28,04:50:00,4,AV GRAL PAZ Y AV 27 DE FEBRERO,GRAL PAZ,8,Point (100077.95205948 91571.23307293),AUTO,AUTO,1,Motorizado,Motorizado,MM,AUTO-AUTO
2016-0026,1,2016-02-28,2016,2,28,07:30:00,7,HOLMBERG Y VEDIA,CALLE,12,Point (97350.75566590 109083.19420265),AUTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,AUTO-OBJETO FIJO
2016-0027,1,2016-02-28,2016,2,28,09:35:00,9,CURAPALIGUE Y AVELINO DIAZ,AVENIDA,7,Point (101679.82794245 98973.02976850),AUTO,AUTO,1,Motorizado,Motorizado,MM,AUTO-AUTO
2016-0028,1,2016-03-02,2016,3,2,10:00:00,10,VIAMONTE Y AV 9 DE JULIO,AVENIDA,1,Point (107457.87314266 103212.28518029),PEATON,CARGAS,1,PEATON,Motorizado,PM,PEATON-CARGAS
2016-0029,1,2016-03-04,2016,3,4,17:30:00,17,AV CABILDO Y DEHEZA,AVENIDA,12,Point (99037.31284333 109733.12041651),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2016-0031,1,2016-03-08,2016,3,8,12:30:00,12,AV GRAL PAZ Y AV CNEL ROCA,GRAL PAZ,8,Point (99327.01838497 92326.91130631),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2016-0034,1,2016-03-12,2016,3,12,12:30:00,12,AV AMANCIO ALCORTA Y BONAVENA,AVENIDA,4,Point (105230.98315750 97613.97258373),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2016-0035,1,2016-03-13,2016,3,13,06:00:00,6,AV CORRIENTES Y AV CALLAO,AVENIDA,3,Point (106513.41423248 102752.75354401),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2016-0036,1,2016-03-14,2016,3,14,00:15:00,0,HERRERA Y ARISTOBULO DEL VALLE,CALLE,4,Point (107808.84957181 99174.17105826),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2016-0037,1,2016-03-19,2016,3,19,11:00:00,11,AV. EVA PERON Y QUIRNO,AVENIDA,7,Point (100049.60313526 98412.21255444),MOTO,MOTO,1,Motorizado,Motorizado,MM,MOTO-MOTO
2016-0038,1,2016-03-21,2016,3,21,08:06:00,8,AV GRAL PAZ COLECTORA Y ZUVIRIA,GRAL PAZ,8,Point (96926.79887463 94490.76318635),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2016-0039,1,2016-03-23,2016,3,23,01:50:00,1,BARTOLOME MITRE Y AV PUEYRREDON,AVENIDA,3,Point (105252.60308563 102264.96028996),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2016-0041,2,2016-03-29,2016,3,29,11:00:00,11,AV DIRECTORIO Y RIVERA INDARTE,AVENIDA,7,Point (100232.38564985 99530.25843190),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2016-0043,1,2016-03-30,2016,3,30,18:15:00,18,DELLEPIANE LUIS TTE GRAL COLECTORA Y MURGUIONDO,AVENIDA,8,Point (98623.04338909 94933.06478837),PEATON,CARGAS,1,PEATON,Motorizado,PM,PEATON-CARGAS
2016-0044,1,2016-03-31,2016,3,31,19:40:00,19,AV JOSE MARIA MORENO Y BALBASTRO,AVENIDA,7,Point (102857.73817324 99148.76714504),MOTO,MULTIPLE,1,Motorizado,Multiple,M,MULTIPLE
2016-0047,1,2016-04-15,2016,4,15,05:30:00,5,LIMA 1483,CALLE,1,Point (107412.19098904 100391.02557777),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2016-0048,1,2016-04-15,2016,4,15,17:40:00,17,AV. CORRIENTES Y AV. DORREGO,AVENIDA,15,Point (101440.29935254 104167.40204334),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2016-0050,1,2016-04-19,2016,4,19,09:50:00,9,TIMOTEO GORDILLO Y AV FERNANDEZ DE LA CRUZ,AVENIDA,8,Point (99106.14718950 93761.32882893),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2016-0051,1,2016-04-20,2016,4,20,04:00:00,4,AV AMANCIO ALCORTA Y BONAVENA,AVENIDA,4,Point (105230.98315750 97613.97258373),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2016-0053,1,2016-04-22,2016,4,22,09:30:00,9,AV TRIUNVIRATO Y AV OLAZABAL,AVENIDA,12,Point (98073.80557770 105955.73972818),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2016-0054,1,2016-04-23,2016,4,23,21:00:00,21,AU LUIS DELLEPIANE Y AV GRAL PAZ,AUTOPISTA,8,Point (97832.57143731 93489.83736533),MOTO,MOTO,1,Motorizado,Motorizado,MM,MOTO-MOTO
2016-0055,1,2016-04-25,2016,4,25,20:30:00,20,RAMON CASTILLA Y AV FIGUEROA ALCORTA,AVENIDA,14,Point (105787.74102401 105502.98340149),PEATON,CARGAS,1,PEATON,Motorizado,PM,PEATON-CARGAS
2016-0056,1,2016-04-26,2016,4,26,04:45:00,4,AV LUIS MARIA CAMPOS 30,AVENIDA,14,Point (103094.06446966 105842.29634122),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2016-0058,1,2016-05-04,2016,5,4,14:00:00,14,LIMA 1471,CALLE,1,Point (107411.76356149 100408.31441284),PEATON,MOTO,1,PEATON,Motorizado,PM,PEATON-MOTO
2016-0059,1,2016-05-08,2016,5,8,16:30:00,16,PASAJE CIUDADELA Y LIMA OESTE,CALLE,1,Point (107434.83290791 100217.70308007),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2016-0064,1,2016-05-14,2016,5,14,18:11:00,18,AV JUAN B JUSTO Y AV CARRASCO,AVENIDA,10,Point (97106.70264812 99970.19547024),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2016-0065,1,2016-05-20,2016,5,20,14:40:00,14,AV GAONA Y ESPINOSA,AVENIDA,6,Point (101010.75965434 102062.18185970),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2016-0067,1,2016-05-21,2016,5,21,17:00:00,17,AV LISANDRO DE LA TORRE Y SARAZA,AVENIDA,8,Point (98052.13008621 94912.60873025),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2016-0068,1,2016-05-22,2016,5,22,22:00:00,22,AV FIGUEROA ALCORTA Y AV PUEYRREDON,AVENIDA,2,Point (106673.12856878 104998.99234220),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2016-0069,1,2016-05-23,2016,5,23,03:30:00,3,AV ENTRE RIOS Y PASAJE FILIBERTO,AVENIDA,3,Point (106612.54991859 100244.75667446),AUTO,CARGAS,1,Motorizado,Motorizado,MM,AUTO-CARGAS
2016-0073,1,2016-06-11,2016,6,11,15:00:00,15,MAGARIÑOS CERVANTES 3900,CALLE,10,Point (97531.24792840 101000.15957301),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2016-0074,1,2016-06-12,2016,6,12,06:40:00,6,AV GRAL PAZ Y RODOLFO SCAPINO,GRAL PAZ,8,Point (96731.44252651 94668.88351657),AUTO,AUTO,1,Motorizado,Motorizado,MM,AUTO-AUTO
2016-0075,1,2016-06-12,2016,6,12,23:13:00,23,AUTOPISTA DELLEPIANE LUIS TTE GRAL Y MIRALLA,AUTOPISTA,8,Point (98963.32962830 95620.61360192),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2016-0076,1,2016-06-13,2016,6,13,16:20:00,16,AV SAN MARTIN Y CAMARONES,AVENIDA,15,Point (100109.22264405 102851.86942760),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2016-0077,1,2016-06-13,2016,6,13,21:52:00,21,TTEG JUAN D PERON Y AVDA LEANDRO N ALEM,AVENIDA,1,Point (108532.37320501 102648.40418720),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2016-0078,1,2016-06-13,2016,6,13,23:01:00,23,AV BELGRANO Y AV JUJUY,AVENIDA,3,Point (105354.74322032 101621.63182427),MOTO,MOTO,1,Motorizado,Motorizado,MM,MOTO-MOTO
2016-0079,1,2016-06-16,2016,6,16,17:13:00,17,AV DEL LIBERTADOR Y AV GUILLERMO UDAONDO,AVENIDA,13,Point (100757.94817512 108943.96108781),AUTO,AUTO,1,Motorizado,Motorizado,MM,AUTO-AUTO
2016-0081,1,2016-06-22,2016,6,22,07:42:00,7,AV CRISOLOGO LARRALDE Y MACHAIN,AVENIDA,12,Point (97805.54034401 107789.89169078),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2016-0082,1,2016-06-27,2016,6,27,18:24:00,18,AV LA PLATA 2384,AVENIDA,4,Point (103719.51591058 98555.13443768),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2016-0083,1,2016-06-28,2016,6,28,20:46:00,20,AV JUAN B ALBERDI Y PUAN,AVENIDA,6,Point (101413.41644585 100430.31523295),PEATON,MOTO,1,PEATON,Motorizado,PM,PEATON-MOTO
2016-0084,1,2016-06-29,2016,6,29,22:00:00,22,CARLOS PELLEGRINI Y TUCUMAN,CALLE,1,Point (107539.54864414 103093.65031518),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2016-0085,1,2016-06-29,2016,6,29,22:00:00,22,AVDA ITE FRANCISCO RABANAL & AVDA EREZCANO,AVENIDA,4,Point (103621.92252760 96885.28433165),MOTO,OTRO,1,Motorizado,No Motorizado,NmM,MOTO-OTRO
2016-0086,1,2016-06-30,2016,6,30,16:10:00,16,AV OLIVERA Y RAMON FALCON,AVENIDA,10,Point (97801.31825511 99194.93911759),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2016-0087,1,2016-07-02,2016,7,3,00:10:00,0,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI Y AV CASEROS,AUTOPISTA,1,Point (107762.62066736 100018.90176187),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2016-0088,1,2016-07-11,2016,7,11,15:30:00,15,CERETTI Y NUÑEZ,CALLE,12,Point (96492.89040317 106832.19475660),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2016-0089,1,2016-07-14,2016,7,14,06:40:00,6,AV LUGONES Y LA PAMPA,AUTOPISTA,13,Point (102842.06561704 108587.10659007),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2016-0090,1,2016-07-14,2016,7,14,22:00:00,22,JERONIMO SALGUERO Y AV RIVADAVIA,AVENIDA,5,Point (103997.04813615 102012.34139150),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2016-0092,1,2016-07-15,2016,7,15,11:00:00,11,AV GRAL PAZ Y AV LIBERTADOR ,GRAL PAZ,13,Point (99620.34936816 110483.29286598),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2016-0093,1,2016-07-17,2016,7,17,03:30:00,3,AV JUAN B ALBERDI Y EMILIO MITRE,AVENIDA,6,Point (101804.61714036 100693.45218194),AUTO,AUTO,1,Motorizado,Motorizado,MM,AUTO-AUTO
2016-0095,1,2016-07-23,2016,7,23,06:12:00,6,MERCEDES Y AV GRAL MOSCONI,AVENIDA,11,Point (95061.77375682 103748.74085597),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2016-0096,1,2016-07-25,2016,7,25,07:00:00,7,"AUTOPISTA DELLEPIANE LUIS TTE. GRAL. KM. 2,3",AUTOPISTA,8,Point (. .),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2016-0097,1,2016-07-26,2016,7,26,18:45:00,18,SOLIS Y MEXICO,CALLE,1,Point (106687.13301820 101510.97040757),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2016-0098,1,2016-07-27,2016,7,27,16:08:00,16,AV SAN JUAN Y ALBERTI,AVENIDA,3,Point (105765.97394356 100631.47718024),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2016-0099,1,2016-07-29,2016,7,29,16:00:00,16,AV GRAL MOSCONI Y AV GRAL PAZ,GRAL PAZ,11,Point (94486.28631712 103468.59928582),CARGAS,CARGAS,1,Motorizado,Motorizado,MM,CARGAS-CARGAS
2016-0100,1,2016-08-03,2016,8,3,23:27:00,23,AV GRAL PAZ  Y DONADO,GRAL PAZ,12,Point (97098.48468623 109019.96106626),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2016-0102,1,2016-08-10,2016,8,10,23:37:00,23,AV EVA PERON Y JOSE LEON SUAREZ,AVENIDA,9,Point (96625.80612216 95129.90776954),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2016-0104,1,2016-08-14,2016,8,14,21:15:00,21,ZINNY Y AV SANTIAGO DE COMPOSTELA,AVENIDA,9,Point (99720.41444035 97007.69579491),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2016-0105,1,2016-08-17,2016,8,17,00:05:00,0,AV FEDERICO LACROZE Y FRAGA,AVENIDA,15,Point (100905.28580812 104982.19279501),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2016-0106,1,2016-08-19,2016,8,19,21:02:00,21,CARLOS PELLEGRINI Y AV DEL LIBERTADOR,AVENIDA,1,Point (107558.64146875 104433.48706482),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2016-0107,1,2016-08-20,2016,8,20,08:22:00,8,AUTOPISTA 9 DE JULIO SUR ALT AV MENDOZA,AUTOPISTA,4,Point (108408.31858686 97219.56218484),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2016-0109,1,2016-08-24,2016,8,24,05:45:00,5,AUTOPISTA PERITO MORENO Y BARRAGAN,AUTOPISTA,9,Point (94544.31344300 99185.28796442),AUTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,AUTO-OBJETO FIJO
2016-0111,1,2016-08-25,2016,8,25,09:30:00,9,AUTOPISTA LEOPOLDO LUGONES Y LA PAMPA,AUTOPISTA,15,Point (98961.36262767 105838.76329094),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2016-0112,1,2016-08-27,2016,8,27,04:40:00,4,AUTOPISTA 25 DE MAYO AUTOPISTA 1 SUR ARTURO FRONDIZI,AUTOPISTA,1,Point (107392.50226602 100712.59265582),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2016-0113,1,2016-08-27,2016,8,27,16:45:00,16,AV JUAN BAUTISTA ALBERDI Y GUARDIA NACIONAL,AVENIDA,9,Point (96998.81124177 98183.20743664),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2016-0114,1,2016-08-31,2016,8,31,11:20:00,11,SALGUERO 1410,CALLE,14,Point (104111.05146856 103917.57944765),BICICLETA,CARGAS,1,No Motorizado,Motorizado,NmM,BICICLETA-CARGAS
2016-0116,1,2016-09-02,2016,9,2,20:20:00,20,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,8,Point (101721.59002217 93844.25656649),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2016-0117,1,2016-09-03,2016,9,3,15:30:00,15,AV DEL LIBERTADOR Y TAGLE,AVENIDA,14,Point (105865.95849347 105162.71037105),AUTO,AUTO,1,Motorizado,Motorizado,MM,AUTO-AUTO
2016-0118,1,2016-09-04,2016,9,4,03:30:00,3,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI KM 2.9,AUTOPISTA,1,Point (107696.68171812 100254.76268710),AUTO,AUTO,1,Motorizado,Motorizado,MM,AUTO-AUTO
2016-0122,1,2016-09-13,2016,9,13,07:10:00,7,AV EVA PERON 4233,AVENIDA,9,Point (99150.75069529 97484.46650280),BICICLETA,PASAJEROS,1,No Motorizado,Motorizado,NmM,BICICLETA-PASAJEROS
2016-0123,1,2016-09-14,2016,9,14,09:00:00,9,AV ASAMBLEA Y AV CNEL ESTEBAN BONORINO,AVENIDA,7,Point (101099.34592952 98750.07827754),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2016-0124,1,2016-09-16,2016,9,16,15:24:00,15,AVDA RIVADAVIA Y RIVERA INDARTE,AVENIDA,7,Point (100053.89791316 100046.73776995),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2016-0125,1,2016-09-17,2016,9,17,12:14:00,12,AUTOPISTA PERITO MORENO Y AV JUAN B ALBERDI,AUTOPISTA,10,Point (97532.91184699 98538.89061454),MOTO,MOTO,1,Motorizado,Motorizado,MM,MOTO-MOTO
2016-0126,2,2016-09-18,2016,9,18,22:45:00,22,IRIGOYEN Y TINOGASTA,CALLE,10,Point (94275.54271123 100886.87954649),AUTO,CARGAS,1,Motorizado,Motorizado,MM,AUTO-CARGAS
2016-0127,1,2016-09-24,2016,9,24,10:25:00,10,AV MARIANO ACOSTA Y AV CNEL ROCA,AVENIDA,8,Point (102048.72946345 95839.63478990),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2016-0128,1,2016-10-02,2016,10,2,11:30:00,11,CASTRO Y AV PAVON,AVENIDA,5,Point (104049.28528337 99858.37522846),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2016-0130,1,2016-10-04,2016,10,4,12:30:00,12,AUTOPISTA 9 DE JULIO SUR Y AV BRASIL,AUTOPISTA,1,Point (107720.24059557 100176.85101454),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2016-0131,1,2016-10-09,2016,10,9,19:13:00,19,MIRAVE 3500,CALLE,4,Point (105921.45515383 98209.53178328),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2016-0132,1,2016-10-10,2016,10,10,02:30:00,2,AV SAN JUAN Y 24 DE NOVIEMBRE,AVENIDA,3,Point (104853.84131654 100497.93573387),AUTO,PASAJEROS,1,Motorizado,Motorizado,MM,AUTO-PASAJEROS
2016-0133,1,2016-10-14,2016,10,14,00:05:00,0,AV LAS HERAS Y SANCHEZ DE BUSTAMANTE,AVENIDA,14,Point (105619.82089682 105083.85914124),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2016-0134,1,2016-10-23,2016,10,23,05:00:00,5,AV PIEDRA BUENA Y 2 DE ABRIL 1982,AVENIDA,8,Point (97612.37609226 94761.81268260),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2016-0136,1,2016-10-25,2016,10,25,00:00:00,0,AU BUENOS AIRES - LA PLATA KM. 4,AUTOPISTA,4,Point (. .),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2016-0137,1,2016-10-25,2016,10,25,00:39:00,0,AV SAN MARTIN Y LADINES,AVENIDA,11,Point (95222.93546397 104315.24453153),MOTO,MOTO,1,Motorizado,Motorizado,MM,MOTO-MOTO
2016-0138,1,2016-10-27,2016,10,27,20:30:00,20,AV CABILDO Y BLANCO ENCALADA,AVENIDA,13,Point (100385.69739031 107770.04028070),BICICLETA,CARGAS,1,No Motorizado,Motorizado,NmM,BICICLETA-CARGAS
2016-0139,1,2016-10-28,2016,10,28,23:00:00,23,AV PRESIDENTE FIGUEROA ALCORTA Y AV DORREGO,AVENIDA,14,Point (103965.45958231 107084.94812768),MOTO,MOTO,1,Motorizado,Motorizado,MM,MOTO-MOTO
2016-0140,1,2016-10-31,2016,10,31,02:58:00,2,AV JURAMENTO Y VUELTA DE OBLIGADO,AVENIDA,13,Point (100700.71684791 107520.92282315),PASAJEROS,PASAJEROS,1,Motorizado,Motorizado,MM,PASAJEROS-PASAJEROS
